  1 ,    8388608 ,    342.55 
  2 ,    8388608 ,    666.56 
  4 ,    8388608 ,   1344.62 
  8 ,    8388608 ,   2502.13 
 12 ,    8388608 ,   3558.82 
 16 ,    8388608 ,   4649.96 
 20 ,    8388608 ,   5459.59 
 24 ,    8388608 ,   6135.60 
