1459200   , N ,    345.43  ,  S ,   1504.62 ,   4.36       , N ,    359.02  ,  S ,   1732.72 ,   4.83
1475584   , N ,    338.18  ,  S ,   1277.63 ,   3.78       , N ,    352.39  ,  S ,   1724.88 ,   4.89
1491968   , N ,    344.44  ,  S ,   1453.49 ,   4.22       , N ,    358.81  ,  S ,   1753.45 ,   4.89
1508352   , N ,    339.45  ,  S ,   1095.22 ,   3.23       , N ,    351.95  ,  S ,   1660.19 ,   4.72
1524736   , N ,    338.62  ,  S ,   1084.03 ,   3.20       , N ,    355.97  ,  S ,   1627.69 ,   4.57
1541120   , N ,    344.36  ,  S ,   1132.33 ,   3.29       , N ,    352.97  ,  S ,   1623.14 ,   4.60
1557504   , N ,    344.70  ,  S ,   1211.49 ,   3.51       , N ,    359.02  ,  S ,   1660.22 ,   4.62
1573888   , N ,    342.49  ,  S ,   1158.77 ,   3.38       , N ,    357.39  ,  S ,   1886.86 ,   5.28
1590272   , N ,    339.77  ,  S ,   1064.47 ,   3.13       , N ,    353.57  ,  S ,   1726.94 ,   4.88
1606656   , N ,    342.48  ,  S ,   1188.24 ,   3.47       , N ,    355.09  ,  S ,   1612.93 ,   4.54
1623040   , N ,    337.72  ,  S ,   1041.99 ,   3.09       , N ,    354.81  ,  S ,   1651.16 ,   4.65
1639424   , N ,    335.86  ,  S ,   1032.14 ,   3.07       , N ,    350.42  ,  S ,   1595.52 ,   4.55
1655808   , N ,    338.10  ,  S ,   1229.44 ,   3.64       , N ,    360.25  ,  S ,   1678.56 ,   4.66
1672192   , N ,    343.63  ,  S ,   1046.24 ,   3.04       , N ,    359.78  ,  S ,   1844.54 ,   5.13
1688576   , N ,    345.53  ,  S ,   1285.35 ,   3.72       , N ,    357.69  ,  S ,   1687.41 ,   4.72
1704960   , N ,    344.66  ,  S ,   1248.07 ,   3.62       , N ,    359.09  ,  S ,   1617.14 ,   4.50
1721344   , N ,    339.79  ,  S ,   1254.85 ,   3.69       , N ,    357.30  ,  S ,   1640.01 ,   4.59
1737728   , N ,    338.37  ,  S ,   1179.66 ,   3.49       , N ,    357.35  ,  S ,   1644.30 ,   4.60
1754112   , N ,    337.60  ,  S ,   1235.66 ,   3.66       , N ,    354.36  ,  S ,   1631.38 ,   4.60
1770496   , N ,    338.54  ,  S ,   1192.68 ,   3.52       , N ,    348.44  ,  S ,   1672.46 ,   4.80
1786880   , N ,    338.22  ,  S ,   1199.37 ,   3.55       , N ,    352.53  ,  S ,   1627.20 ,   4.62
1803264   , N ,    337.09  ,  S ,   1078.68 ,   3.20       , N ,    352.77  ,  S ,   1670.25 ,   4.73
1819648   , N ,    341.00  ,  S ,   1051.51 ,   3.08       , N ,    356.43  ,  S ,   1670.72 ,   4.69
1836032   , N ,    344.04  ,  S ,   1090.88 ,   3.17       , N ,    357.83  ,  S ,   1662.58 ,   4.65
